City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,kerikeri,-35.2268,173.9474,70.03,63,9,10.49,NZ,1707704496
360,manokwari,-0.8667,134.0833,83.48,70,50,7.11,ID,1707704498
361,sao joao da barra,-21.6403,-41.0511,74.61,93,0,5.68,BR,1707704561
362,fairfield glade,36.0004,-84.8863,49.6,98,100,3.58,US,1707704934
363,natal,-5.795,-35.2094,77.65,94,100,12.66,BR,1707704934
364,westport,41.1415,-73.3579,44.58,64,20,4.61,US,1707704892
365,la junta,37.985,-103.5438,26.89,86,0,11.5,US,1707704935
366,puttalam,8.0362,79.8283,74.95,81,85,14.34,LK,1707704935
367,bandon,51.7469,-8.7425,36.99,88,1,6.44,IE,1707704935
368,hammerfest,70.6634,23.6821,28.85,93,75,10.36,NO,1707704504
369,nuuk,64.1835,-51.7216,7.41,66,57,13.8,GL,1707704493
370,mirny,62.5353,113.9611,-22.77,67,100,7.0,RU,1707704935
371,aleksandrovsk-sakhalinskiy,50.8975,142.1561,10.56,77,99,15.46,RU,1707704935
372,metahara,8.9,39.9167,75.43,68,80,8.08,ET,1707704935
373,djibo,14.1022,-1.6306,74.98,9,0,8.34,BF,1707704935
374,qianjiang,30.4151,112.8859,54.79,61,12,11.23,CN,1707704935
375,mastung,29.7994,66.845,46.76,46,100,1.7,PK,1707704935
376,karachi,24.9056,67.0822,58.82,47,40,3.44,PK,1707704881
377,kargasok,59.0556,80.8572,-4.02,95,100,9.73,RU,1707704536
378,sault ste. marie,46.5168,-84.3333,28.22,78,100,6.91,CA,1707704936
379,lepsy,46.235,78.9456,18.77,75,100,7.34,KZ,1707704936
380,whitby,54.4877,-0.615,40.32,87,0,1.01,GB,1707704873
381,korsholm,63.1142,21.6822,1.35,85,0,3.44,FI,1707704936
382,sola,-13.8833,167.55,82.31,74,94,13.78,VU,1707704936
383,peace river,56.2501,-117.286,25.11,74,20,8.05,CA,1707704936
384,burabay,53.0838,70.3138,-7.08,99,96,8.84,KZ,1707704936
385,spanish springs,39.6491,-119.7074,40.19,56,0,0.0,US,1707704936
386,talcahuano,-36.7167,-73.1167,60.48,77,0,9.22,CL,1707704936
387,pemangkat,1.1667,108.9667,80.53,82,100,19.39,ID,1707704937
388,christchurch,-43.5333,172.6333,67.48,54,100,11.5,NZ,1707704490
389,takoradi,4.8845,-1.7554,80.26,89,99,3.29,GH,1707704937
390,zhaobaoshan,29.9695,121.6875,55.42,57,0,9.84,CN,1707704937
391,garoua,9.3,13.4,79.93,21,4,1.48,CM,1707704769
392,yulinshi,38.2906,109.7494,31.55,51,0,3.78,CN,1707704937
393,mata-utu,-13.2816,-176.1745,83.16,81,84,19.75,WF,1707704937
394,gizo,-8.103,156.8419,82.83,77,62,13.11,SB,1707704503
395,uthal,25.8072,66.6219,68.52,41,100,2.15,PK,1707704937
396,wuhai,39.6647,106.8122,36.77,25,0,5.46,CN,1707704937
397,honefoss,60.168,10.2565,22.93,95,100,5.79,NO,1707704937
398,vila velha,-20.3297,-40.2925,76.95,91,40,5.75,BR,1707704938
399,santo antonio da platina,-23.295,-50.0772,77.45,45,83,5.35,BR,1707704938
400,illizi,26.4833,8.4667,58.8,35,5,4.81,DZ,1707704561
401,kapuskasing,49.4169,-82.4331,17.69,92,100,1.14,CA,1707704508
402,aykhal,66.0,111.5,-26.46,98,100,8.86,RU,1707704938
403,holualoa,19.6228,-155.9522,75.04,74,75,6.91,US,1707704504
404,san carlos de bariloche,-41.1456,-71.3082,56.95,44,20,12.66,AR,1707704938
405,nova sintra,14.8667,-24.7167,68.7,77,0,12.41,CV,1707704529
406,nogliki,51.8333,143.1667,4.33,84,100,7.0,RU,1707704938
407,vilyuysk,63.7553,121.6247,-17.0,96,100,11.01,RU,1707704938
408,ambam,2.3833,11.2833,71.31,99,100,1.9,CM,1707704938
409,palu,-0.8917,119.8707,83.25,86,88,1.7,ID,1707704939
410,xai-xai,-25.0519,33.6442,75.54,65,74,9.37,MZ,1707704939
411,mananara,-16.1667,49.7667,77.0,89,100,5.99,MG,1707704939
412,lebyazh'ye,55.2689,66.4947,-6.5,97,12,8.3,RU,1707704939
413,saldanha,-33.0117,17.9442,66.25,90,0,11.52,ZA,1707704502
414,ta`u,-14.2336,-169.5144,83.64,80,100,20.29,AS,1707704566
415,lospalos,-8.5186,127.0025,82.15,72,100,14.34,TL,1707704518
416,alamosa,37.4695,-105.87,21.18,79,0,4.61,US,1707704939
417,berezovyy,51.6667,135.7,16.57,68,100,4.12,RU,1707704939
418,el granada,37.5027,-122.4694,56.98,84,0,11.5,US,1707704568
419,buarcos,40.166,-8.8768,61.66,75,84,14.27,PT,1707704940
420,lander,42.833,-108.7307,25.61,66,100,0.0,US,1707704940
421,gerash,27.6652,54.1371,50.14,64,100,1.16,IR,1707704940
422,salazie,-21.0273,55.539,74.82,74,0,6.91,RE,1707704940
423,olinda,-8.0089,-34.8553,83.93,74,75,11.5,BR,1707704536
424,sedziszow malopolski,50.0707,21.7006,52.11,90,97,9.31,PL,1707704940
425,haiku-pauwela,20.9219,-156.3051,79.16,70,40,11.5,US,1707704343
426,makubetsu,45.3714,141.8211,30.81,55,40,17.27,JP,1707704940
427,gordonvale,-17.0936,145.7842,92.95,71,33,5.99,AU,1707704940
428,kawalu,-7.3817,108.2082,80.76,76,69,0.47,ID,1707704940
429,ar ruways,24.1103,52.7306,65.84,83,38,10.6,AE,1707704941
430,conception bay south,47.4999,-52.9981,34.92,94,100,7.61,CA,1707704562
431,lubao,14.9167,120.55,82.47,59,63,21.39,PH,1707704941
432,peniche,39.3558,-9.3811,62.11,96,57,17.05,PT,1707704510
433,itaituba,-4.2761,-55.9836,74.1,98,70,2.53,BR,1707704552
434,al hazm,16.1641,44.7769,67.23,65,65,3.38,YE,1707704941
435,bikenibeu village,1.3673,173.1241,89.56,70,75,9.22,KI,1707704511
436,sao gabriel da cachoeira,-0.1303,-67.0892,75.06,99,98,4.03,BR,1707704941
437,alappuzha,9.49,76.3264,75.97,70,6,8.08,IN,1707704763
438,poronaysk,49.2167,143.1167,8.71,85,98,4.07,RU,1707704942
439,aroma,15.8167,36.1333,68.13,61,37,7.81,SD,1707704942
440,nelson bay,-32.7167,152.15,85.08,62,7,4.27,AU,1707704515
441,martaban,16.5314,97.6111,79.75,53,39,5.23,MM,1707704942
442,itamaraca,-7.7478,-34.8256,84.25,79,59,9.55,BR,1707704942
443,bandarbeyla,9.4942,50.8122,77.9,73,100,7.45,SO,1707704942
444,dzilam gonzalez,21.2833,-88.9333,78.78,75,0,20.58,MX,1707704942
445,bel ombre,-4.6167,55.4167,82.24,74,75,11.5,SC,1707704942
446,priob'ye,62.5206,65.5964,-27.98,100,43,3.18,RU,1707704943
447,puerto baquerizo moreno,-0.9,-89.6,79.02,88,56,11.16,EC,1707704546
448,smithers,54.7804,-127.1743,23.32,100,100,0.0,CA,1707704516
449,castillos,-34.1667,-53.8333,74.75,91,0,6.76,UY,1707704793
450,campo gallo,-26.5833,-62.85,87.42,51,82,7.45,AR,1707704943
451,klyuchi,52.2667,79.1667,5.25,87,100,15.99,RU,1707704516
452,guarapari,-20.6667,-40.4975,76.89,92,1,6.4,BR,1707704943
453,howrah,22.5892,88.3103,66.2,72,75,3.44,IN,1707704788
454,golmarmara,38.7139,27.9142,53.31,71,100,6.22,TR,1707704943
455,colares,38.7992,-9.4469,63.34,98,100,21.99,PT,1707704944
456,bathsheba,13.2167,-59.5167,79.41,78,20,18.41,BB,1707704944
457,beckingen,49.4,6.7,45.57,92,99,10.02,DE,1707704944
458,wynyard,-41.0,145.7167,69.4,61,93,10.51,AU,1707704525
459,taro,-8.3862,115.28,78.85,78,99,2.35,ID,1707704944
460,kilju,40.9642,129.3278,33.69,53,0,5.46,KP,1707704944
461,bokovskaya,49.229,41.8306,32.86,99,100,9.37,RU,1707704945
462,enoch,37.7733,-113.0244,28.65,74,0,5.75,US,1707704946
463,fortuna foothills,32.6578,-114.4119,58.48,33,0,6.91,US,1707704946
464,kendari,-3.945,122.4989,82.71,77,85,3.38,ID,1707704946
465,margate,51.3813,1.3862,42.69,90,95,4.0,GB,1707704815
466,keflavik,64.0049,-22.5624,28.83,80,0,11.5,IS,1707704504
467,urengoy,65.9667,78.3667,-24.88,99,98,6.15,RU,1707704947
468,sitka,57.0531,-135.33,39.09,81,100,11.5,US,1707704496
469,pont rouge,48.8833,-72.0825,25.09,93,69,5.32,CA,1707704947
470,kousseri,12.0769,15.0306,72.95,37,0,9.04,CM,1707704947
471,karungdong,5.8844,121.263,83.82,64,19,9.31,PH,1707704947
472,lautoka,-17.6167,177.4667,84.06,84,75,17.27,FJ,1707704948
473,pontes e lacerda,-15.2261,-59.3353,74.62,96,100,2.89,BR,1707704887
474,brisas de zicatela,15.8369,-97.0419,81.12,65,75,5.75,MX,1707704948
475,wau,7.7029,27.9953,80.64,18,53,7.76,SS,1707704948
476,cherlak,54.155,74.8055,-4.97,97,94,11.63,RU,1707704948
477,palmer,42.1584,-72.3287,38.75,76,20,8.05,US,1707704561
478,lucheng,31.2336,117.2806,53.24,62,0,13.29,CN,1707704948
479,sibolga,1.7427,98.7792,83.68,62,12,3.94,ID,1707704948
480,copala,16.65,-98.9833,75.94,81,1,6.67,MX,1707704948
481,fauske,67.2588,15.3918,23.04,68,11,10.42,NO,1707704948
482,demyansk,57.643,32.466,28.96,97,100,3.98,RU,1707704949
483,tibanbang,6.6315,126.1055,79.61,77,28,10.29,PH,1707704949
484,colonia,50.9333,6.95,48.06,85,100,8.05,DE,1707704506
485,ibiza,38.9088,1.433,57.22,73,0,16.11,ES,1707704949
486,tolanaro,-25.0319,46.9987,80.67,83,40,13.8,MG,1707704506
487,torres,-29.3353,-49.7269,77.83,93,46,6.35,BR,1707704949
488,dryden,49.7833,-92.7503,17.89,93,40,2.3,CA,1707704949
489,leninskoye,41.7589,69.3864,35.98,95,98,4.12,KZ,1707704950
490,leticia,-4.2153,-69.9406,75.25,100,20,2.3,CO,1707704951
491,piti village,13.4626,144.6933,86.88,65,40,18.41,GU,1707704961
492,tabas,33.5959,56.9244,52.38,28,58,1.9,IR,1707704971
493,karratha,-20.7377,116.8463,95.43,34,0,6.13,AU,1707704495
494,boundiali,9.5217,-6.4869,75.58,20,1,1.5,CI,1707704971
495,la ronge,55.1001,-105.2842,34.05,60,75,12.66,CA,1707704520
496,gisborne,-38.6533,178.0042,65.35,54,6,12.01,NZ,1707704971
497,antalaha,-14.9003,50.2788,77.2,88,100,6.02,MG,1707704566
498,embi,48.8264,58.1442,-8.43,90,18,5.7,KZ,1707704971
499,dolinsk,47.35,142.8,23.92,71,12,8.79,RU,1707704971
500,bonthe,7.5264,-12.505,78.28,88,7,6.46,SL,1707704972
501,taltal,-25.4,-70.4833,69.58,83,52,4.56,CL,1707704972
502,rongelap,11.1635,166.8941,79.12,78,85,22.53,MH,1707704560
503,kirkuk,35.4681,44.3922,53.83,59,0,4.41,IQ,1707704975
504,humberto de campos,-2.5983,-43.4611,76.75,93,94,3.29,BR,1707704975
505,siem reap,13.5,104.0,79.03,49,85,5.7,KH,1707704976
506,matthew town,20.95,-73.6667,75.96,71,1,17.83,BS,1707704976
507,cova figueira,14.8905,-24.2934,69.67,77,0,8.19,CV,1707704976
508,abidjan,5.3094,-4.0197,84.16,89,40,6.91,CI,1707704822
509,la'ie,21.6477,-157.9253,79.05,66,42,1.99,US,1707704976
510,ambovombe,-25.1667,46.0833,74.93,92,89,3.94,MG,1707704976
511,kunduz,36.75,68.75,51.48,35,100,1.19,AF,1707704976
512,mana,5.6592,-53.7767,78.73,82,40,11.27,GF,1707704976
513,kingscliff,-28.2667,153.5667,84.0,61,40,17.27,AU,1707704520
514,pallasovka,50.05,46.8833,22.12,94,100,12.17,RU,1707704977
515,morwa,22.9,73.8333,60.96,42,100,8.63,IN,1707704977
516,nuku'alofa,-21.1333,-175.2,82.74,94,100,13.8,TO,1707704977
517,soure,-0.7167,-48.5233,75.29,97,97,4.68,BR,1707704977
518,nea alikarnassos,35.3333,25.1667,63.48,69,20,11.5,GR,1707704977
519,arawa,-6.2132,155.5367,82.83,77,51,9.1,PG,1707704977
520,al muharraq,26.2572,50.6119,62.56,81,0,1.14,BH,1707704977
521,touros,-5.1989,-35.4608,80.71,81,25,13.33,BR,1707704977
522,djenne,13.9061,-4.5533,76.15,9,0,8.43,ML,1707704977
523,pacasmayo,-7.4006,-79.5714,74.64,86,100,13.06,PE,1707704978
524,tosontsengel,48.7567,98.2839,30.11,60,100,29.04,MN,1707704978
525,champerico,14.3,-91.9167,78.35,70,1,5.95,GT,1707704545
526,vernon,50.2581,-119.2691,36.3,92,100,2.3,CA,1707704713
527,ancud,-41.8697,-73.8203,52.07,75,39,5.59,CL,1707704505
528,pasuquin,18.3328,120.6177,82.35,51,20,6.91,PH,1707704978
529,yangjiang,21.85,111.9667,65.95,57,1,12.62,CN,1707704978
530,al khums,32.6486,14.2619,60.13,57,89,7.27,LY,1707704978
531,kitimat,54.0524,-128.6534,32.38,82,16,1.74,CA,1707704978
532,papeete,-17.5333,-149.5667,80.53,89,75,21.85,PF,1707704728
533,keetmanshoop,-26.5833,18.1333,83.32,20,70,3.44,NA,1707704979
534,dumbea,-22.15,166.45,84.16,99,64,9.86,NC,1707704979
535,vryburg,-26.9566,24.7284,64.11,83,0,9.66,ZA,1707704979
536,es senia,35.6478,-0.624,60.78,82,40,11.5,DZ,1707704979
537,novyy urengoy,66.0833,76.6333,-23.44,98,67,8.1,RU,1707704979
538,torit,4.4133,32.5678,83.23,40,58,3.74,SS,1707704979
539,umluj,25.0213,37.2685,67.12,28,0,14.52,SA,1707704979
540,boende,-0.2167,20.8667,78.73,57,97,2.91,CD,1707704979
541,melekeok village,7.4957,134.6367,84.76,79,75,12.66,PW,1707704979
542,banda aceh,5.5577,95.3222,82.2,76,5,25.55,ID,1707704980
543,aswan,24.0934,32.907,56.5,30,0,3.44,EG,1707704980
544,valley city,46.9233,-98.0032,30.72,100,0,11.5,US,1707704980
545,mizdah,31.4451,12.9801,51.19,50,47,8.79,LY,1707704980
546,tralee,52.2704,-9.7026,46.24,62,7,19.8,IE,1707704406
547,matipo,-20.2839,-42.3411,66.34,95,4,3.04,BR,1707704980
548,barra de santo antonio,-9.4047,-35.5072,79.88,90,95,2.64,BR,1707704563
549,gbadolite,4.2833,21.0167,75.61,40,64,2.24,CD,1707704980
550,broome,42.2506,-75.833,33.35,88,0,4.61,US,1707704520
551,issa,53.8705,44.8578,-0.85,92,100,11.25,RU,1707704980
552,chibougamau,49.9168,-74.3659,13.62,85,100,3.44,CA,1707704512
553,manga,11.6636,-1.0731,77.45,10,6,8.01,BF,1707704981
554,tual,-5.6667,132.75,83.84,79,54,18.9,ID,1707704559
555,arar,30.9753,41.0381,46.42,87,34,5.75,SA,1707704981
556,novovyazniki,56.1975,42.1711,12.02,95,98,7.92,RU,1707704981
557,goundam,16.4145,-3.6708,72.18,8,0,6.98,ML,1707704981
558,mahanoro,-19.9,48.8,72.59,99,100,2.68,MG,1707704981
559,adjumani,3.3779,31.7909,76.73,53,26,3.29,UG,1707704981
560,khanbari,27.3747,87.2039,56.59,31,0,2.75,NP,1707704982
561,reggane,26.7158,0.1714,69.12,36,0,4.18,DZ,1707704564
